"entrp_nm","load_addr","city_do_cd","city_gn_gu_cd","xpos_lo","ypos_la","area_nm","homepage_url","tel_no","reprsnt_menu_nm","menu_pc","base_ymd","id","naver_place_url","business_hours","naver_place_menu","naver_thumb_url"
아브아저씨,경기 안성시 석정2길 18,"41","41550",127.261218,37.009029,경기,http://0316770450.modoo.at,"031-677-0450","","","2019-12-09",707,https://m.place.naver.com/restaurant/21222917,매일 07:00 - 23:30,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190131_227%2F15489255751622DhDe_JPEG%2FWTm1Z5vXevD5bRI-R_XP0Bdh.jpeg.jpg
파티시에이학순,경기 안양시 동안구 갈산로 53-9,"41","41173",126.960166,37.376571,경기,"","031-429-5600",구운공주밤브레드,"7000원","2019-12-09",708,https://m.place.naver.com/restaurant/1600220167,매일 09:00 - 22:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201223_226%2F1608693657324lYfPS_JPEG%2F%25B8%25C5%25C0%25E51.jpg
오노레,경기 안양시 동안구 경수대로 917 1층,"41","41173",126.934486,37.397662,경기,"","031-465-1777","","","2019-12-09",709,"","",,
황태섭 자연베이커리,경기 안양시 동안구 관악대로 103,"41","41173",126.935436,37.399157,경기,"","031-466-8188",무화과호밀빵,"5000원","2019-12-09",710,https://m.place.naver.com/restaurant/1014408750,매일 08:00 - 22:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171220_178%2F1513698246048Xv9Qh_JPEG%2FQk4oe8I3ioxjx34pHtK6lqi9.jpg
브레드퀸,경기 안양시 동안구 관악대로 133,"41","41173",126.938641,37.399384,경기,"","","","","2019-12-09",711,https://m.place.naver.com/place/1932091550,매일 07:00 - 24:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190926_69%2F1569482395968GH2HN_JPEG%2FcBcT4ZtgaDQONYnpM35dyFB7.jpg
베이커리듀팡,경기 안양시 동안구 관악대로 341-1,"41","41173",126.960814,37.404105,경기,"","031-426-8333","","","2019-12-09",712,https://m.place.naver.com/place/50826766,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA1MTdfMTY5%2FMDAxNTg5NzE3NTE0Mzc1.8XPax1Cr-inJ9Ko-5RxzydBoaFLzgejfTShvG-JHqjog.irWJNG4P9GhqaKtj2ZG55bIYave6dI7O5i6WMIxehYcg.JPEG.lcw1023%2F1589717513472.jpg
블랑쉬제과점,경기 안양시 동안구 관악대로 97,"41","41173",126.934398,37.399085,경기,https://www.ok114.co.kr/ntnw/search/searchCompanyOfMainPh.crz;jsessionid=DD1756AF06DCC2F1050222C0844051E1?phone_number=0314476163,"031-447-6163",사각수제피자빵,"3000원","2019-12-09",713,https://m.place.naver.com/place/31575687,매일 09:00 - 23:30,,
빵사랑,경기 안양시 동안구 관악대로287번길 10,"41","41173",126.954872,37.403376,경기,"","","","","2019-12-09",714,https://m.place.naver.com/restaurant/427033389,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODA4MjBfMjEz%2FMDAxNTM0NzI2MTg1NDM1.Ooyj6QKAe1sED4Src7v3cGXXOuoF_fnvW6Cdpkm5QDwg.JiAA0GRLGrVrkFqLHvN1eB1hmHbBBo2am0r6nuQw6yog.JPEG.thinkej929%2FIMG_2865.jpg
굿스고로케,경기 안양시 동안구 관악대로287번길 34,"41","41173",126.954768,37.40434,경기,"","031-381-8898",찹쌀 꽈배기,"1000원","2019-12-09",715,https://m.place.naver.com/place/1543751517,금요일 11:30 - 22:00 매주 목요일 휴무|토요일 11:30 - 22:00 매주 목요일 휴무|일요일 11:30 - 22:00 매주 목요일 휴무|월요일 11:30 - 22:00 매주 목요일 휴무|화요일 11:30 - 22:00 매주 목요일 휴무|수요일 11:30 - 22:00 매주 목요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190201_24%2F1548984086885lBKuY_JPEG%2FjgsFSQ9nHpK8pel1XxsyHn4c.jpeg.jpg
빵구워뜨,경기 안양시 동안구 관악대로339번길 18,"41","41173",126.960176,37.404468,경기,"","031-422-0405","","","2019-12-09",716,https://m.place.naver.com/restaurant/37146237,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181107_201%2F15415551911771dF7T_JPEG%2F5Qtr--aQi0wY8GdvlPKeMPKP.jpg
서독빵집,경기 안양시 동안구 관양동 1565,"41","41173",126.97378,37.402506,경기,"","","","","2019-12-09",717,https://m.place.naver.com/place/20018531,"",,
토끼네빵,경기 안양시 동안구 관평로 336 1층 토끼네빵,"41","41173",126.958325,37.406011,경기,"","031-388-0327","","","2019-12-09",718,https://m.place.naver.com/place/1942445908,매일 10:00 - 21:00 매주 일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAxMDRfMTEy%2FMDAxNjA5Njk2MTUxNjMz.S0CGnB3lJQBy0T6Y_iw1f3cRrexPkHnTcpz5f47TbaEg.Bc_rSgV6BHTilkBB9x0RoAnxp6m91LTmSAqesyfxt7Ig.JPEG.dsigndent83%2F4669f196-c808-4f2a-bf1c-1ff0bcaad573.jpg
밀과콩,경기 안양시 동안구 관평로182번길 54 104호 벌말프라자,"41","41173",126.963259,37.393863,경기,"","031-476-5005",잡곡식빵,"3800원","2019-12-09",719,https://m.place.naver.com/place/37349950,매일 07:30 - 23:00 빵나오는 사간 07:40~17:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210128_218%2F16118199751813VvYe_JPEG%2F7HPp7aBQYfvS0Ck0xjkT18Nn.jpg
바크슈투베27,경기 안양시 동안구 관평로69번길 6,"41","41173",126.96481,37.38374,경기,"","070-4418-1324",허브 치즈 브로트,"5500원","2019-12-09",720,https://m.place.naver.com/restaurant/35221912,목요일 09:00 - 20:00|평일 09:00 - 20:00|금요일 09:00 - 20:00|토요일 09:00 - 18:30|일요일 휴무|월요일 휴무|화요일 11:00 - 20:00|수요일 09:00 - 20:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_122%2F1440987662161RrVJb_JPEG%2FSUBMIT_1424772020511_35221912.jpg
블랑제,경기 안양시 동안구 귀인로110번길 3,"41","41173",126.951969,37.382284,경기,"","","","","2019-12-09",721,https://m.place.naver.com/place/1290970158,매일 10:00 - 23:00 일-토,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEwMDZfMTk5%2FMDAxNjAxOTM3NjkzMDU0.JCNqbZ8bzV2E-W_CLpmJXHDKUXBkQ5cfN6tl04CmjF4g.fDsBIaaKVH9NWXfgyK2J75xZEQ7xHOTpBI4jUEp38iwg.JPEG.lop6717%2F1601937698137.jpg
우리밀빵집 소이홈,경기 안양시 동안구 달안로 157 104호,"41","41173",126.959581,37.3993,경기,"","010-5896-0516",통밀빵,"5000원","2019-12-09",722,https://m.place.naver.com/restaurant/1627546489,"목요일 11:00 - 20:00 일요일, 월요일, 공휴일 휴무|금요일 11:00 - 20:00 일요일, 월요일, 공휴일 휴무|토요일 11:00 - 20:00 일요일, 월요일, 공휴일 휴무|화요일 11:00 - 20:00 일요일, 월요일, 공휴일 휴무|수요일 11:00 - 20:00 일요일, 월요일, 공휴일 휴무",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191120_300%2F15742249450140FY6J_JPEG%2FRcia_UXhKNrKw2ofgDGYYHjs.jpg
네모난팩토리,경기 안양시 동안구 동안로 119,"41","41173",126.951206,37.389233,경기,"","031-380-1442",녹차큐브,"2800원","2019-12-09",723,https://m.place.naver.com/place/1438038416,매일 10:30 - 21:00,,
댈리베이커리,경기 안양시 동안구 동안로 130,"41","41173",126.951011,37.391052,경기,"","","","","2019-12-09",724,https://m.place.naver.com/place/11715731,매일 07:00 - 22:00 ※정부의 사회적 거리두기 지침에 따라 영업 시간이 변동될 수 있습니다. : 저녁 이용 시간 ~ 21:00 까지,,
레이디엠케이쇼케이스,경기 안양시 동안구 동편로 188,"41","41173",126.969832,37.406256,경기,"","","","","2019-12-09",725,"","",,
언니의식빵가게,경기 안양시 동안구 동편로 6 스마트프라자 118호,"41","41173",126.971434,37.405549,경기,"","031-422-8092",우유식빵,"4000원","2019-12-09",726,https://m.place.naver.com/place/702967460,평일 11:00 - 20:00|일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190104_190%2F1546565162879N0KVA_JPEG%2FjY6D5jR6Af_8kKTyFFRpvWQm.jpg
달콤단,경기 안양시 동안구 동편로 6 스마트프라자 2층,"41","41173",126.971434,37.405549,경기,http://dalkomdan.com,"031-422-4527",포춘쿠키,"","2019-12-09",727,https://m.place.naver.com/restaurant/1953390019,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA2MDRfMjAz%2FMDAxNTkxMjc4MDc0NDE4.kExTR31bThUdttnI6MJFD_Vw0YF4-iMo6yKOevyPnn0g.72aJ5nb9EiahmTvO7wdVA8H0vX7EkHB0DEUHmDH3JMYg.JPEG.5htwkjinhot1%2F1591182281282.jpg
코코크로와상,경기 안양시 동안구 동편로27번길 42 1층 상가102호,"41","41173",126.971865,37.407941,경기,"","070-8899-4959",고구마파이,"4000원","2019-12-09",728,https://m.place.naver.com/restaurant/81938470,목요일 10:00 - 20:00 빵 소진시 조기 마감합니다|금요일 10:00 - 20:00 빵 소진시 조기 마감합니다|토요일 10:00 - 20:00 빵 소진시 조기 마감합니다|일요일 10:00 - 20:00 빵 소진시 조기 마감합니다|월요일 휴무|화요일 휴무|수요일 10:00 - 20:00 빵 소진시 조기 마감합니다,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190508_239%2F1557287182449YJGh5_JPEG%2FQFjxdHfc9Xp517LGXE8M2WP2.jpg
Doigt de fee,경기 안양시 동안구 동편로49번길 11 101호,"41","41173",126.97294,37.408608,경기,"","070-8834-3874","","","2019-12-09",729,https://m.place.naver.com/restaurant/33431411,목요일 11:00 - 19:00 월요일 화요일 휴무|금요일 11:00 - 19:00 월요일 화요일 휴무|주말 11:00 - 19:00|토요일 11:00 - 19:00 월요일 화요일 휴무|일요일 11:00 - 19:00 월요일 화요일 휴무|수요일 11:00 - 19:00 월요일 화요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxOTEyMTFfMTcz%2FMDAxNTc2MDczNTY3NjI5.Mn37u5MEfgprAghHZ_DniyJgp2-WyQ5z95ifQBehJWQg.s_z9zqSljvtJX3GmmOQdzuvK0Pm-xaYHyLfu2dA6OFwg.JPEG.mjhaven%2FIMG_3500.
이학순몽빼르과자점,경기 안양시 동안구 동편로49번길 15,"41","41173",126.972837,37.408706,경기,http://monpere.modoo.at,"031-426-3600",몽블랑,"5500원","2019-12-09",730,https://m.place.naver.com/place/35712724,"매일 08:00 - 23:00 연중무휴(설,추석당일제외)",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151214_69%2F1450082095865ncwLO_PNG%2F167158515753060_4.png
고래빵집,경기 안양시 동안구 동편로49번길 19,"41","41173",126.972654,37.408867,경기,"","070-4151-1625",바게트 장본,"","2019-12-09",731,https://m.place.naver.com/place/1636858312,매일 11:00 - 21:00 매월 첫주 일요일 월요일 휴무|월요일 14:00 - 21:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190505_78%2F1557049422733oPMUb_JPEG%2FObpG0VNR6yTNzPKRLPNADETY.jpeg.jpg
호계제과,경기 안양시 동안구 시민대로 138,"41","41173",126.947851,37.388474,경기,"","031-8091-1009","","","2019-12-09",732,https://m.place.naver.com/place/1591689756,매일 09:00 - 20:00|일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180328_134%2F1522211762397FML01_PNG%2FABvPIQfafwZ2VZ6Ar_1XPTk3.png
브래드필유,경기 안양시 동안구 시민대로 167 안양벤처텔 1층 105-1,"41","41173",126.949636,37.39085,경기,"","031-387-9889",빵,"6000원","2019-12-09",733,https://m.place.naver.com/place/286173612,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190910_123%2F1568097516984lYMdE_JPEG%2F7Knve3GOCuAjkFPhSIFbGLCa.jpg
우리밀빵꿈터 건강담은,경기 안양시 동안구 시민대로136번길 15,"41","41173",126.94831,37.387991,경기,https://gundambread.modoo.at,"010-5294-7867",통밀빵,"6000원","2019-12-09",734,https://m.place.naver.com/restaurant/37870406,목요일 10:00 - 18:00 화요일 ~ 금요일|금요일 10:00 - 18:00 화요일 ~ 금요일|토요일 10:00 - 15:00|일요일 휴무|월요일 휴무|화요일 10:00 - 18:00 화요일 ~ 금요일|수요일 10:00 - 18:00 화요일 ~ 금요일,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160510_170%2F1462865792938sqaDM_JPEG%2F176460566652066_0.jpeg
후크,경기 안양시 동안구 시민대로327번길 7 대명 글로벌 비즈스퀘오 1층 112호,"41","41173",126.966102,37.396546,경기,http://www.instagram.com/hook_bakery,"031-425-5698",무화과 럼,"5600원","2019-12-09",735,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_189%2F1546840967500cVvG2_PNG%2FB9mcBWF-TRM7-8mCrFxRjhSA.png
베이크수 베이커리앤스듀디오,경기 안양시 동안구 안양판교로 40,"41","41173",126.979591,37.398772,경기,http://www.instagram.com/bakesoo,"010-7448-7987",야채식빵,"","2019-12-09",736,"","",,
달콤한 두근거림,경기 안양시 동안구 일동로200번길 32 지상1층,"41","41173",126.966426,37.405848,경기,https://blog.naver.com/jiyundl,"031-427-6047","","","2019-12-09",737,https://m.place.naver.com/restaurant/31895984,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200728_165%2F1595924840538cX0aI_JPEG%2FA7shEuns6ISyaSLq_SemVhxF.jpg
이학순베이커리,경기 안양시 동안구 평촌대로 107,"41","41173",126.960414,37.381575,경기,https://monpere.modoo.at,"031-383-4111",감자베이컨치즈 바게트,"3500원","2019-12-09",738,https://m.place.naver.com/place/1313071740,매일 09:00 - 22:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151214_69%2F1450082095865ncwLO_PNG%2F167158515753060_4.png
브레드 스튜디오,경기 안양시 동안구 평촌대로 120,"41","41173",126.960831,37.383254,경기,https://www.instagram.com/breadstudio_/,"031-381-9771",우유크림식빵,"2900원","2019-12-09",739,https://m.place.naver.com/place/1427445186,매일 10:00 - 22:30,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190318_131%2F1552911352180f7miO_JPEG%2F9GZ9uYFeT5RgZUa0wU5_6s_q.JPG.jpg
마드레떼,경기 안양시 동안구 평촌대로 140 아트상가빌딩 105호,"41","41173",126.959986,37.384761,경기,http://msj1988.modoo.at,"031-382-5800",호두파이,"15000원","2019-12-09",740,https://m.place.naver.com/restaurant/37383462,매일 10:30 - 19:30 매주 일요일 휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210110_121%2F1610272194152wdERx_JPEG%2FpN8uybKIVTPgzbAuPhu26ESU.jpg
케이크앤조이,경기 안양시 동안구 평촌대로117번길 33,"41","41173",126.958501,37.381909,경기,"","","","","2019-12-09",741,https://m.place.naver.com/place/1979647272,금요일 11:30 - 18:00|토요일 11:30 - 18:00,,
가마24도,경기 안양시 동안구 평촌대로179번길 39,"41","41173",126.955846,37.386842,경기,"","031-388-8556","","","2019-12-09",742,"","",,
식빵공방빵사부,경기 안양시 동안구 평촌대로217번길 45,"41","41173",126.953499,37.389984,경기,"","031-382-1254","","","2019-12-09",743,https://m.place.naver.com/place/1269042644,매일 10:30 - 23:00 월요일휴무,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190707_253%2F15624617696072eohD_JPEG%2FHBG8465GCwWX8pWIEQ2YQFgv.jpeg.jpg
미오솜,경기 안양시 동안구 평촌대로99번길 24,"41","41173",126.959746,37.380821,경기,https://www.instagram.com/miosom/,"","","","2019-12-09",744,https://m.place.naver.com/restaurant/981169164,"",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201110_107%2F1604986398077DqNPM_JPEG%2FIMG_6310.
빵Dream,경기 안양시 동안구 포도원로27번길 34 2층,"41","41173",126.964578,37.363662,경기,https://smartstore.naver.com/ppangdream/products/4376310011,"010-6235-8960","","","2019-12-09",745,https://m.place.naver.com/place/1848425845,평일 10:00 - 17:00 주말그리고 평일 이후 시간은 전화예약가능,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190120_234%2F1547945711461MNN3e_JPEG%2F9nJ5JjWPXXEydAkX6PDCIfbo.jpg
빵수레,경기 안양시 동안구 학의로 176,"41","41173",126.958009,37.401106,경기,http://instagram.com/bread_wagon,"031-386-8956","","","2019-12-09",746,https://m.place.naver.com/restaurant/18722569,매일 07:30 - 23:00,,
김용학베이커리,경기 안양시 동안구 학의로 20,"41","41173",126.943236,37.394668,경기,"","031-385-0056","","","2019-12-09",747,https://m.place.naver.com/restaurant/18715816,매일 05:30 - 23:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190627_195%2F1561628144606MJ28H_JPEG%2FtK1_iJKLMEdWEVgi0G-Mifie.jpg
김용학베이커리,경기 안양시 동안구 학의로 20 관악동성아파트,"41","41173",126.943236,37.394668,경기,"","031-382-2378",미니치즈케이크,"8000원","2019-12-09",748,https://m.place.naver.com/restaurant/18715816,매일 05:30 - 23:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190627_195%2F1561628144606MJ28H_JPEG%2FtK1_iJKLMEdWEVgi0G-Mifie.jpg
브래들리,경기 안양시 동안구 학의로408번길 34 인덕원 근린상가,"41","41173",126.979648,37.393726,경기,"","031-456-0002",우유식빵,"4000원","2019-12-09",749,https://m.place.naver.com/place/1480822763,"",,
햇살담은빵,경기 안양시 동안구 호성로 20 호계금호어울림 근린생활동 101-1호,"41","41173",126.963889,37.36371,경기,http://www.instagram.com/p/BbFKxhmFep8/,"031-427-0029",호텔식빵,"3800원","2019-12-09",750,"","",,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180314_74%2F1521017584859UhTpR_JPEG%2FJ45l358niGalo-QFF8Q06WqP.JPG.jpg
브로트하임,경기 안양시 동안구 흥안대로 426-17 청광플러스원 상가 106호,"41","41173",126.975206,37.392363,경기,"","010-5540-3165","","","2019-12-09",751,https://m.place.naver.com/place/1462570661,목요일 11:00 - 20:00|금요일 11:00 - 20:00|화요일 11:00 - 20:00|수요일 11:00 - 20:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201126_200%2F1606396993937fpVif_JPEG%2FpXfDQv1Pf3TjTCA2nREtGehW.jpeg.jpg
빠띠쉐과자점,경기 안양시 동안구 흥안대로 502,"41","41173",126.97749,37.398799,경기,"","031-423-7285","","","2019-12-09",752,https://m.place.naver.com/restaurant/18660651,매일 06:00 - 24:00,,https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMTNfMjk3%2FMDAxNjA3ODAyMzQ5NTg1.RQiDVJc-t68i_B0FmLvHNJRlMX_S4-Ab7xQzZoOHaEUg.d3azYtUV7_uBYqtjhSuzXAx9tc8zWNKnMm7Ud36jnikg.JPEG.arosey%2FKakaoTalk_20201115_215525656_01.jpg
